HitCorrect,age,comments,description,discr_checkbox,discr_comments,endTime,enjoyment,experiment_id,img_file,img_id,languages,mistake_checkbox,mistake_comments,page_context,page_title,q1_sliderval,q1_type,q2_sliderval,q2_type,q3_sliderval,q3_type,q4_sliderval,q4_type,q5_sliderval,q5_type,rt_article_read_seconds,rt_qs_noimage_seconds,rt_qs_wimage_seconds,rt_trial,section_title,startDate,startTime,timeSpent,trial_number,caption,submission_id,section_context
404,32,,An image of the Kamyanets-Podilskyi fortress,FALSE,,1679354825656,0,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/b/b3/Kamianets-Podilskyi_Castle_old.jpg,10.jpg,English,FALSE,,List of all Shevchenko National Prize laureates ordered by year of reception including the Soviet period.,List of Shevchenko National Prize laureates,"['3', '2']",all_relevant,"['3', '4']",no_irrelevant,"['3', '3']",image_fit,"['3', '3']",reconstructive,"['3', '3']",overall,10.785,18.289,20.773,49.847,1960s,Mon Mar 20 2023 16:23:31 GMT-0700 (Pacific Daylight Time),1679354611236,3.5736666666666700,1,,-NR0LF_7WiGYjg89GJaL,"1962
1963
1964
1965
1966
1967
1968
1969"
404,32,,Covington Plantation House,FALSE,,1679354825656,0,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/a/a6/Covington_Plantation_House.jpg,15.jpg,English,FALSE,,"This list includes properties and districts listed on the National Register of Historic Places in Richmond County, North Carolina. Click the ""Map of all coordinates"" link to the right to view a Google map of all properties and districts with latitude and longitude coordinates in the table below.","National Register of Historic Places listings in Richmond County, North Carolina","['3', '4']",all_relevant,"['2', '3']",no_irrelevant,"['4', '4']",image_fit,"['2', '2']",reconstructive,"['3', '2']",overall,5.035,12.31,16.013,33.358,Current listings,Mon Mar 20 2023 16:23:31 GMT-0700 (Pacific Daylight Time),1679354611236,3.5736666666666700,2,,-NR0LF_7WiGYjg89GJaL,
404,32,,A big pavillion in the middle of a park on a sunny day. There are many trees.,FALSE,,1679354825656,0,pilot-study-experiment.json,,640px-parc_agen.jpg,English,FALSE,,"Sculpture is the branch of the visual arts that operates in three dimensions. Sculpture is the three-dimensional art work which is physically presented in the dimensions of height, width and depth. It is one of the plastic arts. Durable sculptural processes originally used carving (the removal of material) and modelling (the addition of material, as clay), in stone, metal, ceramics, wood and other materials but, since Modernism, there has been an almost complete freedom of materials and process. A wide variety of materials may be worked by removal such as carving, assembled by welding or modelling, or moulded or cast.",Sculpture,"['1', '4']",all_relevant,"['1', '1']",no_irrelevant,"['2', '2']",image_fit,"['2', '2']",reconstructive,"['2', '3']",overall,3.983,19.375,14.022,37.38,,Mon Mar 20 2023 16:23:31 GMT-0700 (Pacific Daylight Time),1679354611236,3.5736666666666700,3,Sculptures are often placed at the center of public parks.,-NR0LF_7WiGYjg89GJaL,
404,32,,Coat of arms of Balatonrendes,FALSE,,1679354825656,0,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/c/c9/HUN_Balatonrendes_COA.jpg,1.jpg,English,FALSE,,"Balatonrendes is a village in Veszprém county, Hungary. It is one of the least populated locales on the northern shore of Lake Balaton, having lost much of its population over the course of the 20th century due to urbanization. One of the last permanent sources of work in the village, a local quarry, closed in the latter part of the 1900s. As with almost all townships near the Balaton, in the summer months it attracts vacationers, but due to its distance from the lake shore proper and its more elusive location, traffic is lower than average. Significant viticulture, due to the proximity of the Badacsony wine region, is present. Notably, its main street has been renovated and stands as a picturesque remnant of old-style rural Hungarian architecture. The etymology of the village's name comes from the combination of Balaton with the suffix -rendes, which translates to ""orderly"" or ""normal"".",Balatonrendes,"['3', '2']",all_relevant,"['1', '1']",no_irrelevant,"['2', '2']",image_fit,"['2', '2']",reconstructive,"['3', '2']",overall,1.928,13.772,8.195,23.895,,Mon Mar 20 2023 16:23:31 GMT-0700 (Pacific Daylight Time),1679354611236,3.5736666666666700,4,,-NR0LF_7WiGYjg89GJaL,
404,32,,The church of Saint-Vincent,FALSE,,1679354825656,0,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/0/0e/Thouar%C3%A9-sur-Loire_%C3%A9glise.JPG,29.jpg,English,FALSE,,Thouaré-sur-Loire is a commune in the Loire-Atlantique department in western France.,Thouaré-sur-Loire,"['1', '2']",all_relevant,"['3', '5']",no_irrelevant,"['1', '2']",image_fit,"['1', '1']",reconstructive,"['1', '1']",overall,1.594,17.505,14.914,34.013,,Mon Mar 20 2023 16:23:31 GMT-0700 (Pacific Daylight Time),1679354611236,3.5736666666666700,5,The church of Saint-Vincent,-NR0LF_7WiGYjg89GJaL,Thouaré-sur-Loire (Breton “Tarvieg”) is a commune in the Loire-Atlantique department in western France.
1,52,,The church in Berchères-les-Pierres,FALSE,,1679355013385,2,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/2/2b/Eglise_de_Berch%C3%A8res-les-Pierres%2C_Eure-et-Loir_%28France%29.JPG,18.jpg,English,FALSE,,Berchères-les-Pierres is a commune in the Eure-et-Loir department in north-central France.,Berchères-les-Pierres,"['3', '3']",reconstructive,"['3', '3']",all_relevant,"['5', '5']",no_irrelevant,"['5', '5']",image_fit,"['3', '4']",overall,11.672,26.052,26.302,64.026,,Mon Mar 20 2023 19:23:34 GMT-0400 (Eastern Daylight Time),1679354614688,6.64495,1,The church in Berchères-les-Pierres,-NR0Lyet26UNHtJ1ShLb,Berchères-les-Pierres  is a commune in the Eure-et-Loir department in north-central France.
1,52,,Covington Plantation House,FALSE,,1679355013385,2,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/a/a6/Covington_Plantation_House.jpg,15.jpg,English,FALSE,,"This list includes properties and districts listed on the National Register of Historic Places in Richmond County, North Carolina. Click the ""Map of all coordinates"" link to the right to view a Google map of all properties and districts with latitude and longitude coordinates in the table below.","National Register of Historic Places listings in Richmond County, North Carolina","['2', '2']",reconstructive,"['3', '3']",all_relevant,"['5', '5']",no_irrelevant,"['4', '5']",image_fit,"['3', '3']",overall,15.796,28.235,24.836,68.867,Current listings,Mon Mar 20 2023 19:23:34 GMT-0400 (Eastern Daylight Time),1679354614688,6.64495,2,,-NR0Lyet26UNHtJ1ShLb,
1,52,,A big pavillion in the middle of a park on a sunny day. There are many trees.,FALSE,,1679355013385,2,pilot-study-experiment.json,,640px-parc_agen.jpg,English,FALSE,,"Sculpture is the branch of the visual arts that operates in three dimensions. Sculpture is the three-dimensional art work which is physically presented in the dimensions of height, width and depth. It is one of the plastic arts. Durable sculptural processes originally used carving (the removal of material) and modelling (the addition of material, as clay), in stone, metal, ceramics, wood and other materials but, since Modernism, there has been an almost complete freedom of materials and process. A wide variety of materials may be worked by removal such as carving, assembled by welding or modelling, or moulded or cast.",Sculpture,"['4', '4']",reconstructive,"['4', '1']",all_relevant,"['5', '5']",no_irrelevant,"['1', '1']",image_fit,"['3', '2']",overall,17.898,27.935,30.969,76.802,,Mon Mar 20 2023 19:23:34 GMT-0400 (Eastern Daylight Time),1679354614688,6.64495,3,Sculptures are often placed at the center of public parks.,-NR0Lyet26UNHtJ1ShLb,
1,52,,Coat of arms of Balatonrendes,FALSE,,1679355013385,2,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/c/c9/HUN_Balatonrendes_COA.jpg,1.jpg,English,FALSE,,"Balatonrendes is a village in Veszprém county, Hungary. It is one of the least populated locales on the northern shore of Lake Balaton, having lost much of its population over the course of the 20th century due to urbanization. One of the last permanent sources of work in the village, a local quarry, closed in the latter part of the 1900s. As with almost all townships near the Balaton, in the summer months it attracts vacationers, but due to its distance from the lake shore proper and its more elusive location, traffic is lower than average. Significant viticulture, due to the proximity of the Badacsony wine region, is present. Notably, its main street has been renovated and stands as a picturesque remnant of old-style rural Hungarian architecture. The etymology of the village's name comes from the combination of Balaton with the suffix -rendes, which translates to ""orderly"" or ""normal"".",Balatonrendes,"['4', '4']",reconstructive,"['4', '4']",all_relevant,"['5', '5']",no_irrelevant,"['4', '4']",image_fit,"['4', '4']",overall,21.514,16.818,13.334,51.666,,Mon Mar 20 2023 19:23:34 GMT-0400 (Eastern Daylight Time),1679354614688,6.64495,4,,-NR0Lyet26UNHtJ1ShLb,
1,52,,"Moche warrior pot, c. 100–700 CE, from the British Museum",FALSE,,1679355013385,2,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/4/49/Moche_warrior_pot.jpg,3.jpg,English,FALSE,,"Native American pottery is an art form with at least a 7500-year history in the Americas. Pottery is fired ceramics with clay as a component. Ceramics are used for utilitarian cooking vessels, serving and storage vessels, pipes, funerary urns, censers, musical instruments, ceremonial items, masks, toys, sculptures, and a myriad of other art forms.
Due to their resilience, ceramics have been key to learning more about pre-Columbian indigenous cultures.",Ceramics of indigenous peoples of the Americas,"['2', '2']",reconstructive,"['3', '2']",all_relevant,"['5', '5']",no_irrelevant,"['3', '3']",image_fit,"['3', '3']",overall,40.564,14.55,23.586,78.7,Andean region,Mon Mar 20 2023 19:23:34 GMT-0400 (Eastern Daylight Time),1679354614688,6.64495,5,"Moche warrior pot, c. 100–700 CE, British Museum",-NR0Lyet26UNHtJ1ShLb,"In the Andes, ceramics appear during the Initial Period around 1800 BCE. They were needed for boiling agricultural foods Chavín potters on the Peruvian coast create distinctive stirrup spout vessels, both incised and highly burnished. These thin-walled effigy pots were fashioned to resemble stylized humans, plants, and animals. Two substyles of Chavín stirrup spout pots include the thicker-walls, glossy-on-matte blackware Cupisnique style and red and black Santa Ana style, both featuring fanged heads. Subsequent Andean cultures revived these ancient ceramics styles and imagery.
Paracas culture, from Peru's desert south coast, created highly detailed ceramics, that were often painted after firing. Paints, made with an acacia resin binder, were commonly warm yellow, olive green, red-orange, white, and black in color. Paracas artists built upon Chavín styles and introduced the double spout-and-bridge vessel and distinctive masks portraying a supernatural ""Oculate Being,"" that combines hum ..."
1,27,,Canal through Dokkum,FALSE,,1679355138121,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/8/8e/Exterieur_OVERZICHT_VOORGEVELS_-_Dokkum_-_20355511_-_RCE.jpg,20.jpg,English,FALSE,,Dongeradeel is a former municipality in the northern Netherlands. In 2019 it merged with the municipalities of Ferwerderadiel and Kollumerland en Nieuwkruisland to form the new municipality Noardeast-Fryslân.,Dongeradeel,"['4', '4']",all_relevant,"['5', '5']",reconstructive,"['5', '5']",no_irrelevant,"['5', '5']",image_fit,"['4', '4']",overall,22.2,48.265,39.309,109.774,,Mon Mar 20 2023 18:23:00 GMT-0500 (Central Daylight Time),1679354580877,9.2874,1,Canal through Dokkum,-NR0MSUzetoP4j6ZSqfU,"Dongeradeel (pronunciation , West Frisian: Dongeradiel) is a former municipality in the northern Netherlands. In 2019 it merged with the municipalities of Ferwerderadiel and Kollumerland en Nieuwkruisland to form the new municipality Noardeast-Fryslân."
1,27,,The Château of Rochetaillée-sur-Saône,FALSE,,1679355138121,1,pilot-study-experiment.json,http://upload.wikimedia.org/wikipedia/commons/5/52/Ch%C3%A2teau_de_Rochetaill%C3%A9e-sur-Sa%C3%B4ne_2.JPG,24.jpg,English,FALSE,,Rochetaillée-sur-Saône is a commune in the Metropolis of Lyon in Auvergne-Rhône-Alpes region in eastern France.,Rochetaillée-sur-Saône,"['4', '5']",all_relevant,"['5', '5']",reconstructive,"['5', '5']",no_irrelevant,"['5', '5']",image_fit,"['4', '4']",overall,9.127,31.118,43.584,83.829,,Mon Mar 20 2023 18:23:00 GMT-0500 (Central Daylight Time),1679354580877,9.2874,2,The Château of Rochetaillée-sur-Saône,-NR0MSUzetoP4j6ZSqfU,
1,27,,A big pavillion in the middle of a park on a sunny day. There are many trees.,FALSE,,1679355138121,1,pilot-study-experiment.json,,640px-parc_agen.jpg,English,FALSE,,"Sculpture is the branch of the visual arts that operates in three dimensions. Sculpture is the three-dimensional art work which is physically presented in the dimensions of height, width and depth. It is one of the plastic arts. Durable sculptural processes originally used carving (the removal of material) and modelling (the addition of material, as clay), in stone, metal, ceramics, wood and other materials but, since Modernism, there has been an almost complete freedom of materials and process. A wide variety of materials may be worked by removal such as carving, assembled by welding or modelling, or moulded or cast.",Sculpture,"['2', '2']",all_relevant,"['5', '5']",reconstructive,"['2', '2']",no_irrelevant,"['4', '4']",image_fit,"['3', '3']",overall,16.666,70.072,24.207,110.945,,Mon Mar 20 2023 18:23:00 GMT-0500 (Central Daylight Time),1679354580877,9.2874,3,Sculptures are often placed at the center of public parks.,-NR0MSUzetoP4j6ZSqfU,
1,27,,"A brown-bricked building with a rectangular, dark blue sign reading ""ROYAL OAK STATION"" in white letters all under a light blue sky",FALSE,,1679355138121,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/4/43/Royal_Oak_tube_station_Entrance.jpg,0.jpg,English,FALSE,,"The London Underground is a metro system in the United Kingdom that serves Greater London and the home counties of Buckinghamshire, Essex and Hertfordshire. Its first section opened in 1863, making it the oldest underground metro system in the world – although in fact approximately 55% of the current network is above ground, as it generally runs on the surface in outlying suburbs.
The system comprises eleven lines – Bakerloo, Central, Circle, District, Hammersmith & City, Jubilee, Metropolitan, Northern, Piccadilly, Victoria, Waterloo & City – serving 270 stations. It is operated by Transport for London.
Most of the system is north of the River Thames, with six London boroughs in the south of the city not served by the Underground. The London Borough of Hackney, to the north, has two stations on its border. Some stations at the north-eastern end of the Central line are in the Epping Forest district of Essex and some stations at the north-western end of the Metropolitan line are in the  ...",List of London Underground stations,"['4', '4']",all_relevant,"['4', '4']",reconstructive,"['4', '4']",no_irrelevant,"['4', '4']",image_fit,"['4', '4']",overall,19.454,24.667,42.788,86.909,Stations,Mon Mar 20 2023 18:23:00 GMT-0500 (Central Daylight Time),1679354580877,9.2874,4,,-NR0MSUzetoP4j6ZSqfU,"Listed for each of the 270 stations are the line(s) serving it, local authority and the fare zone in which it is located, the date it and any earlier main line service opened, previous names and passenger usage statistics in millions per year."
1,27,,Bastrop County Courthouse and Jail Complex,FALSE,,1679355138121,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/f/fe/Bastrop_courthouse.jpg,12.jpg,English,FALSE,,"This is a list of the National Register of Historic Places listings in Bastrop County, Texas.
This is intended to be a complete list of properties and districts listed on the National Register of Historic Places in Bastrop County, Texas. There are five districts, including one National Historic Landmark district, and 95 individual properties listed on the National Register in the county. An additional site was formerly listed. One individually listed property is a State Antiquities Landmark and contains two Recorded Texas Historic Landmarks. Twenty-three other properties and numerous sites within three districts are also Recorded Texas Historic Landmarks.
This National Park Service list is complete through NPS recent listings posted July 31, 2020.","National Register of Historic Places listings in Bastrop County, Texas","['4', '4']",all_relevant,"['3', '3']",reconstructive,"['5', '5']",no_irrelevant,"['5', '5']",image_fit,"['3', '3']",overall,16.579,48.079,26.079,90.737,Current listings,Mon Mar 20 2023 18:23:00 GMT-0500 (Central Daylight Time),1679354580877,9.2874,5,,-NR0MSUzetoP4j6ZSqfU,The locations of National Register properties and districts may be seen in a mapping service provided.
1,30,,"The chapel of Sainte-Anne, in Buléon",FALSE,,1679355224003,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/9/9a/Chapelle_Sainte-Anne_%28Bul%C3%A9on%29_6036.JPG,28.jpg,English,FALSE,,Buléon is a commune in the Morbihan department of Brittany in northwestern France.,Buléon,"['5', '5']",no_irrelevant,"['2', '2']",all_relevant,"['1', '1']",reconstructive,"['2', '1']",image_fit,"['1', '2']",overall,25.242,36.668,39.135,101.045,,Mon Mar 20 2023 17:25:42 GMT-0600 (Mountain Daylight Time),1679354742169,8.030566666666670,1,"The chapel of Sainte-Anne, in Buléon",-NR0MlqOHo4ko_9GP5J_,Buléon (Buelion in Breton) is a commune in the Morbihan department of Brittany in northwestern France.
1,30,,Kishi's group iododesilylation method,FALSE,,1679355224003,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/a/aa/Kishi%27s_group_iododesilylation_method.jpg,14.jpg,English,FALSE,,"In organic chemistry, a vinyl iodide functional group is an alkene with one or more iodide substituents. Vinyl iodides are versatile molecules that serve as important building blocks and precursors in organic synthesis. They are commonly used in carbon-carbon forming reactions in transition-metal catalyzed cross-coupling reactions, such as Stille reaction, Heck reaction, Sonogashira coupling, and Suzuki coupling. Synthesis of well-defined geometry or complexity vinyl iodide is important in stereoselective synthesis of natural products and drugs.",Vinyl iodide functional group,"['5', '5']",no_irrelevant,"['2', '2']",all_relevant,"['1', '1']",reconstructive,"['5', '5']",image_fit,"['2', '1']",overall,46.492,34.737,31.619,112.848,Iododesilylation,Mon Mar 20 2023 17:25:42 GMT-0600 (Mountain Daylight Time),1679354742169,8.030566666666670,2,,-NR0MlqOHo4ko_9GP5J_,"Iododesilylation is a substitution reaction of silyl group for iodide. The advantages of iododesilylation are that it avoids toxic tin reagent and intermediate vinyl silyl are stable, nontoxic and easily handled and stored. Vinyl silyl can be made from terminal alkyne or other methods.
The Kishi's group reported a mild preparation of vinyl iodide from vinyl silyl using NIS in mixture of acetonitrile and chloroacetonitrile. They observed retention of olefin geometry in some vinyl silyl substrates while inversion in others. They reasoned that the R group's size had an effect on the geometry of the olefin. If the R group is small, the solvent acetonitrile can participate in the reaction leading to inversion of the olefin's geometry. If the R group is big, the solvent is unable to participate, leading to retention of olefin's geometry
Zakarian's group then decided to run the reaction in HFIP, which gave high retention of olefin geometry. They reasoned that HFIP is a low nucleophilicity sol ..."
1,30,,Bastrop County Courthouse and Jail Complex,FALSE,,1679355224003,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/f/fe/Bastrop_courthouse.jpg,12.jpg,English,FALSE,,"This is a list of the National Register of Historic Places listings in Bastrop County, Texas.
This is intended to be a complete list of properties and districts listed on the National Register of Historic Places in Bastrop County, Texas. There are five districts, including one National Historic Landmark district, and 95 individual properties listed on the National Register in the county. An additional site was formerly listed. One individually listed property is a State Antiquities Landmark and contains two Recorded Texas Historic Landmarks. Twenty-three other properties and numerous sites within three districts are also Recorded Texas Historic Landmarks.
This National Park Service list is complete through NPS recent listings posted July 31, 2020.","National Register of Historic Places listings in Bastrop County, Texas","['5', '5']",no_irrelevant,"['2', '4']",all_relevant,"['2', '2']",reconstructive,"['3', '3']",image_fit,"['2', '3']",overall,29.762,39.718,29.459,98.939,Current listings,Mon Mar 20 2023 17:25:42 GMT-0600 (Mountain Daylight Time),1679354742169,8.030566666666670,3,,-NR0MlqOHo4ko_9GP5J_,The locations of National Register properties and districts may be seen in a mapping service provided.
1,30,,Wayne County Courthouse in Fairfield,FALSE,,1679355224003,1,pilot-study-experiment.json,https://upload.wikimedia.org/wikipedia/commons/0/04/Wayne_County_Courthouse_in_Fairfield.jpg,17.jpg,English,FALSE,,"Wayne County is a county located in the U.S. state of Illinois. According to the 2010 census, it had a population of 16,760. Its county seat is Fairfield. It is located in the southern portion of Illinois known locally as ""Little Egypt"".","Wayne County, Illinois","['5', '5']",no_irrelevant,"['1', '1']",all_relevant,"['1', '1']",reconstructive,"['1', '2']",image_fit,"['1', '1']",overall,15.592,22.559,22.685,60.836,,Mon Mar 20 2023 17:25:42 GMT-0600 (Mountain Daylight Time),1679354742169,8.030566666666670,4,Wayne County Courthouse in Fairfield,-NR0MlqOHo4ko_9GP5J_,
